id	text	misogynous	misogyny_category	target
228	@anarcomico @CuocoFiorellino Ahahah esatto, c'è solo da cambiare il trans con una tettona	1	stereotype	active
229	DIOOOCCANGURO ho dimenticato le cuffiette a scuola e se sta merda dietro di me (meglio se non faccio nomi) non la smette GRIDARE CON LA SUA VOCE DI MERDA LE METTO UNA FOTOCOPIATRICE IN BOCCA PORCA PUTTANA	1	sexual_harassment	active
230	@_Francy_Fra_P Il cazzo te lo infilo in bocca troia	1	sexual_harassment	active
231	@carla27357388 Io ti inculo e te lo riempio Ank col mio sperma	1	sexual_harassment	active
232	Chiudo gli occhi e per magia sono sulla spiaggia bianca di Zanzibar seduto su una palma inclinata vicina alla riva coi piedi nella sabbia calda un mojito nella mano destra e con la sinistra accompagno la testa del puttanone che mi sta tirando un super pompino qua sulla statale.	1	sexual_harassment	active
233	@fdragoni Culona invece di rompere i coglioni a putin rompeglile agli americani che ti intercettavano culona di merda..	1	stereotype	active
234	@carla27357388 Bella pompinara	1	discredit	active
235	E dai cazzo! sei una cagna da concorso e vuoi l'uomo romantico... ma porca troia hai visto più cazzi che stelle e pretendi... bha	1	discredit	active
236	@violettamoreau Piccolo in grande... hihihihi.. direi anche bianchi,  neri, del padre del figlio, di cani di cavalli, sei una puttana ti piace essere presa, usata, sottomessa, la tua figa e culo sono una banca dello sperma, ad ettolitri. Lurida cagna in c	1	sexual_harassment	active
237	@maori816 @barbierichef @SkyUno @dariabig dice liquido perche il presidente del milan si chiama LI e poi perché fanno sesso e il liquido è lo sperma che le cola in gola quindi deep una d in su e una p in giù come 69 sesso capito sono SBOCCHINATE OCCULTE i	1	sexual_harassment	active
238	@Simonottera Entrambi è perfetto! La tua figa è meravigliosa! Ti piace farti inculare anche?	1	sexual_harassment	active
239	@Lion18290125 Ti sborro adesso	1	sexual_harassment	active
240	@tuttotuo63 Quelle tettone le prenderei a schiaffi con la cappella del cazzo! ?	1	sexual_harassment	active
241	@/Ema è una puttana con le tette grandi mi manchi tanto anche se puzzi#limonayeappreciationday	1	stereotype	active
242	Garibaldi se ne andava con un puttanone rumeno! #fratellidicrozza	1	discredit	passive
243	Se dopo avertelo messo al culo te lo sbatte in figa o in bocca è quello sbagliato. https://t.co/0BgeDHhyhI	1	sexual_harassment	active
244	re li lecco tutti poi mi seghi e ti sborro nelle piante mmm https://t.co/qmfMUzbf5t	1	sexual_harassment	active
245	Giovanni, è brutto sentirselo dire ma tua moglie è proprio un bel puttanone... #cosìèlavita	1	discredit	active
246	@1111scihl che bocca sei una pompinara fantastica, ti fai sborrare in bocca' ingoi????	1	sexual_harassment	active
247	nte lascio più sto appiccicato alla tua tettona"cit mio fratellp"	1	stereotype	active
248	Troiona che non sei altro , baldracca da quattro soldi. https://t.co/y5i0l2Tzk4	1	discredit	active
249	@Joeblac60777869 @intuslegens Poi arriva il foraggiatore della mafia sotto indagine quale mandante occulto di stragi mafiose e mette a posto la culona inchiavabile... come no...	1	stereotype	active
250	@jihowons jinhwan non la chiama bobhwan ma jinbob che mi ricorda un kebab ma comunque PORCA PUTTANA SUL SERIO IO TI A M O TI RICOPRO DI BOBHWAN TE LE SPAMMO A TUTTE LE ORE QUANDO VUOIII https://t.co/WDb166ew0O	1	sexual_harassment	active
251	RT @antonello_sisto: È brutto sentirtelo dire, ma tua moglie è un bel puttanone!" ? #cosìèlavita https://t.co/D8ZF87ASFd"	1	discredit	active
252	bella culona al parco https://t.co/VOoyTuEiS9	1	stereotype	active
253	@bellahdahl @CharlieComet @KinkyGaga @LenaStarrXXX @NiaRossXXX @lunaxxxkitty @kendraheartxxx @sailorlunaxxx @RevArielle @EnchantressSahr @thehannahperez @EllaDearest1 @TheLanaLovelace @xAlixLovellx @blanchebradburr @inna_sirina @lolamarieukxxx @FallonWest	1	sexual_harassment	active
254	@Tindaro14565947 @GiancarloDeRisi Maledetta culona https://t.co/6stuYouVAU	1	stereotype	active
255	@carla27357388 Ti inculo io amore mio!!!! Mmm mm ho gia il cazzo duro!!	1	sexual_harassment	active
256	@giusepp53678094 Buongiorno e che bel culone....	1	stereotype	active
257	@lisafemelle Notte pompinara!	1	discredit	active
258	@sarahbareth Che bel culone	1	stereotype	active
259	Io, Claudia e il mio amico Alessandro: Era iniziato tutto per caso... Un giorno che claudia era un po' scollata, e alessandro senza peli sulla lingua mi disse scherzando: oh è proprio tettona claudia, non ci avevo mai fatto caso!" Lì per lì si concluse… https://t.co/T4VLdN2DV1"	1	stereotype	active
260	#omnibusla7 cacciate a calci in culo quel buffone di Sommella, lacchè della culona	1	stereotype	active
261	@mariangela681 Si ma la fregna la devi sgonfiare bella puttanona mmmmmm ????	1	discredit	active
262	@Bigottopedia @Agente_Marlow Ma chi è, Chiara la pompinara?	1	discredit	active
263	@_Francy_Fra_P Buongiorno pompinara	1	discredit	active
264	Laura Pausini che cagna che sei	1	discredit	active
265	Bella tettona mia, ti ciuccerei le poppe fino a farle diventare due noci. https://t.co/vNxvRq34BV	1	sexual_harassment	active
266	@_Francy_Fra_P Che faccia da troia se vuoi un cazzo per divertirti ?chiamami	1	sexual_harassment	active
267	@carla27357388 TI sborro sopra	1	sexual_harassment	active
268	@carla27357388 C IAO AMORE SE VUOI VEDERE COME MI SFOGO CON TE E TI SBORRO TUTTA SEUGUIMI E CI DIVERTIAMO IN PRIVATO OK.! ❤️❤️❤️	1	sexual_harassment	active
269	@pandemione @1979NERO @cotechino3 @OraniAntonina @porcodoi79 @SkyTG24 Calmati Palmiro... respira... respira... tranquillo... Va meglio ora? Porcodoi, già ti immaginavi tuo pisello in bocca alla tettona ingoiante e per poco non ci lasciavi le penne. Occhio	1	sexual_harassment	active
270	@carla27357388 @MutSrg Mi ti inculo io	1	sexual_harassment	active
271	@Culonainch Altro che culona inchiavabile .........co tutti li spasimanti che c'hai??Me la concedi un intervista? https://t.co/mqwSDNWb1K	1	stereotype	active
272	@Uncanny_South L’hipster sarà incazzato perché una tettona americana gli ha fermato il giro in centro a Firenze	1	stereotype	active
273	@marinamaiala Gran bel culo,e bellissima figa ???	1	stereotype	active
274	Donna schiava, scopa e lava#casaSalvini #orgoglioDiServa #Salvini #arredamentoDaIncubo https://t.co/btXaDQk1dB	1	dominance	active
275	@martaromanelli @AsiaArgento @lauraboldrini Le donne intelligenti hanno anche loro le mestruazioni.	1	stereotype	active
276	Questa è la fine che vi aspetta se vi fate la fidanzata tettona: https://t.co/dMleNzcJ0E	1	stereotype	passive
277	@francyn9 @Cam4_IT Quanto sei porca Francyn ♥ Io ti prenderei più forte, bella tettona ♥ baci	1	sexual_harassment	active
278	@LN_Lombardia @cristalaltea questa è la feccia che la culona ha importato	1	stereotype	active
279	@pazzihardcore Anche a te bella tettona?	1	stereotype	active
280	Dobbiamo accogliere tutti" dice la culona. Ecco i risultatihttps://t.co/lXiNKsVg9T"	1	stereotype	active
281	@scopgdrx Hehehe!io a dar gli ordini! Come cagna nn sei male, bisogna vedere quanto la tua parte di sottomessa e' disponibile a donarsi? https://t.co/jpgIcRXIaO	1	dominance	active
282	@lauraboldrini Femminista? Ma se alle elezioni ha occupato lei tutti i 12 seggi riservati alle quote rosa in tutta italia pur di riessere eletta e non dando la possibilità ad altre donne di candidarsi...!!! E poi è stata ripescata, sennò adesso sarebbe a 	1	stereotype	active
283	@BeautyPreggo @LovePregBelly @PregoGirls @Pregnant_Attrac Puttanona	1	discredit	active
284	Erdoğan vuole bombardare la Siria per liberarla. Ora mi aspetto che si presenti con i capelli arancioni e un puttanone al fianco.{@badu____} #erdoğan #erdogan #siria	1	discredit	passive
285	@sarasoghetta @quartapresenza Va be’, a me mi ha dato del puttanone (ti metto vicino a Moana) ?	1	discredit	active
286	una bizzocca inglese, una culona tedescha, un culattone francese,un maniaco americano,un coglione italiano,accusano putin di non essere capace neanche di far fuori un oppositore!poveracci! che figura di merda.	1	stereotype	active
287	@lovesexandBULL @Giuseppone25 Bella pompinara ??♥????	1	discredit	active
288	@MarianaSActress resta comunque più sopportabile di quella dislessica di rosa o di quella tettona fancazzista di Francesca. ed anche meglio.di Biancaneve.	1	stereotype	active
289	@KimTravesti Anche se io preferirei guardarti in faccia e magari avere l'occasione di baciarti mentre ti inculo	1	sexual_harassment	active
290	Che lurida troia	1	discredit	active
291	Culona li metti sti baffetti adesso o aspetti la catastrofe ...non sarai mai all’altezza !!!! https://t.co/3EAC2INBlV	1	stereotype	active
292	Culona non raccontare balle ancora ....un tedesco ???? PUZZA e come se puzzza !!!	1	stereotype	active
293	@ElisaIsoardi donna schiava zitta e lava con @matteosalvinimi si torna al medioevo #salvini #isoardi https://t.co/9WzmtQSm9H	1	dominance	active
294	@BAP_Daehyyun Parlo di quelle vecchie! Credo sia proprio la tettona, se mi dici il nome me la ricordo! (Forse)	1	stereotype	active
295	Sarà una figa?Sarà una con due belle cosce?Sarà una con un gran bel culo?No! È @Ilgava1 https://t.co/3YfPdK3VQK	1	stereotype	active
296	Ma a questa ballerina culona bravissima la Cele non fa l'analisi del collo del piede?! #amici #amici17	1	stereotype	active
297	Volevo dire una cosa a Lauren: CULONA #Amici17	1	stereotype	active
298	@_Francy_Fra_P sei una puttana senza rivali...ti scoperei come una troia da monta	1	sexual_harassment	active
299	@cleadelarge Pensavo che adesso posso chiamarti culona	1	stereotype	active
300	Che sfigate! Meglio non infierire oltre ci ha già pensato in maniera cattiva mamma natura. https://t.co/xIW022T6hr	1	discredit	active
301	@Greis262 Mmmm che brava che sei... che gran troia... vorrei metterci il mio grosso cazzo in quel bel culo... fartelo colare e riempirtelo di sborra calda!! ???? quanto mi ecciti, maiala... ce l’ho durissimo!!	1	sexual_harassment	active
302	@meb @pdnetwork Hai rotto e continui a rompere il cazzo ma evidentemente inoltre sei anche masochista oltre che figa di legno, togliti dai coglioni!!!	1	discredit	active
303	@danywolfy @ItsJuneo @otellov (Ora faccio la figa di legno principessa di stocazzo) ehm scusate se dovete tubare potete staggarmi dalla conversazione? Grazie	1	discredit	active
304	Io con quei pigiamoni sembrerei una balena spiaggia, Lauren invece resta una gran figa con un fisico da urlo#Amici17	1	stereotype	active
305	Cerco porca, possibilmente tettona, meglio se dell’est Europa (o comunque di origini est europee), che adori il cazzo grosso!! Contattatemi pure in dm.	1	stereotype	active
306	Tettona esplosiva e vogliosa...la collega perfetta #raccontoerotico https://t.co/X7oQePQXVn	1	stereotype	active
307	@mayaslave80 wow...che pompinara	1	discredit	active
308	Jeessii, rica prosti culona https://t.co/oLRVXkyq8w	1	stereotype	active
309	@SexyConsolata @annamariamilf Che culona spettacolare!	1	stereotype	active
310	@Ann1Martha Sei uno spettacolo sono daccordo io prima ti inculerei e poi dato che hai anche una figa incredibile assaggerei anche quella  ma tornerei subito al culo	1	sexual_harassment	active
311	@SandraB46031002 Mia mamma  con tettone  bellissime ..??????????❤❤??❤?❤????❤❤❤???????????????????	1	stereotype	active
312	@LeiLuiCp13 che bella pompinara	1	discredit	active
313	#omnibusla7 BASTA FARE GLI SCENDILETTO DI TEDESCHI E FRANCESI! BASTA SENTIRE I KATAYNEN, L'ALCOLISTA JUNKER, LA CULONA MERKEL , IL GERONTOFILO MACRON PARLARE DEI CAZZI ITALIANI! #WL'ITALIA	1	stereotype	active
314	#omnibusla7 dite al francese che Trump lo sta mettendo in culo al suo Micron, alla Culona  e a quel coglione di Junker, grande alcolizzato	1	stereotype	active
315	@Gianvet19Gianni @matteosalvinimi Hai perfettamente ragione. Che la #culona mangi il suo #formaggio di plastica se vuole. Il #parmigiano lo paghi 200 euro kilo. Se no lo mangiamo noi al posto delle sue #schifezze!	1	stereotype	active
316	@VirtuAss @thebrittanyxoxo Che troia che sei	1	discredit	active
317	@annatrieste che merda di cagna che sei	1	discredit	active
318	@Juicy_Room @giulsein @AsiaArgento @lauraboldrini La nostra una società maschilista patriarcale non si può sentire....Ma perché vedete donne che stanno ancora a casa a fare l'uncinetto e badare ai figli e basta? Oppure non avete diritti come li hanno gli 	1	derailing	active
319	Dopo lo sai che ti inculo di nuovo e tu devi solo stare zitta e ubbidire vero? https://t.co/Q3RVJllV40	1	sexual_harassment	active
320	@Libero_official ...MON CHERE!....:MENTRE LA IRRIDEVI LA CULONA TI COSTRINGEVA A PRODIGARTI PER VIOLARE LA COSTITUZIONE DOPO AVER DISINTEGRATO ,LIBERISTICAMENTE S'INTENDE,CLASSE MEDIA E DIRITTI DEI LAVORATORI ITALIANI AGGUAPPANDOTI I COMPARI DI MERENDE PE	1	stereotype	active
321	Spingile tutto il cazzo in gola fammi vedere come soffochi la mia troia https://t.co/Pq8BzQJju5	1	sexual_harassment	active
322	8 APRILE 2013 - 8 APRILE 2018 Spero che tutti gli irlandesi, argentini e minatori morti a causa tua ti abbiano trovato AUGURI MAGGIE BUON 5nto ANNIVERSARIO DI MORTE, LURIDA PUTTANA	1	discredit	active
323	Donna schiava, stira e lava!!	1	dominance	passive
324	@Dafnexi Mmmm da strofinargli il cazzo in faccia, a questa lurida cagna	1	sexual_harassment	active
325	@Agenzia_Ansa Classico esempio di Donna schiava, zitta e lava" che piace tanto a questi simpatici fascisti amanti del focolare tradizionale"	1	stereotype	passive
326	mi manca questa falsa tettona ?#GameOfThrones  https://t.co/WjMQ1Iq6Uw	1	stereotype	active
327	@coppiecuriose @christa7110 Che troia che sei	1	discredit	active
328	La mia donna perfetta: tettona, capelli corti e nera https://t.co/XrYZmFu3Mb	1	stereotype	passive
329	che poi cazzo scienze la studio porca merda e questa mi mette 4, ma ti inculo	1	sexual_harassment	active
330	@GingerAle2709 @solo_Roby Io speravo che il sogno di una donna fosse oltre il  donna schiava, scopa e lava" e invece a molte piace stare ancora là"	1	stereotype	passive
331	@XxX__HD @DailyBlowjobs ma chi è questa bella tettona	1	stereotype	active
332	@Maxi_creative @yVoRTiK @TeamSoXe ma che cazzo glielo fai a vortik che fra poco è una puttana giappominchia♥	1	discredit	active
333	@Danko03894044 sei una magnifica pompinara	1	discredit	active
334	chiudi la bocca tettona del cazzo. https://t.co/OqS1Pmge2x	1	dominance	active
335	@esibizionisti69 @signore_monelle Troiona puttanona	1	discredit	active
336	Puttanona bella https://t.co/Sf08AhGQCn	1	discredit	active
337	Dopo Barbie, Kan e allegra (la tettona) non poteva mancare l'elfo #DomenicaLive https://t.co/L5kctaxzhB	1	stereotype	active
338	RT @SissyNeri: no fotoskiop...no figa di legno...ma patata originale made in Italy..se ami il made in Italy ritwitta, kiss https://t.co/wz9…	1	stereotype	passive
339	@stanzaselvaggia Al «Silvio per ringraziarlo al massimo gli avrebbe mandato una baldracca a casa» io MORTAA?????	1	discredit	active
340	@SwathiiNaidufc Scopiamo e ti sborro tutta la figa	1	sexual_harassment	active
341	@ManuelS_1994OF @MadamPopper Il mondialismo sorosiano acefalo e qualunquebuchista cerca di cancellare l'identità di ciascheduno in nome di un'omologazione capitalista e plutocratica dei ruoli ancestralmente scritti nel nostro DNA.W la figa sottomessaForza	1	dominance	passive
342	Dalla tettona di pescara trovate latte fresco appena munto e cornetti alla crema https://t.co/zTPgMhoX4L	1	stereotype	active
343	Dea del basket, sei proprio una sporca puttana.@OrlandinaBasket	1	discredit	active
344	pertono signifca che continui a tratirmi usarmi, abusare ti me.. troiachieti pertono com la troia che sei, com petofilo che sei, matre imfame che sei... neanche tio ti pertona.... fatti pertonare a kentvvoot	1	discredit	active
345	@ZitelleArturo @AsiaArgento @lauraboldrini ih ih ih bella asia argento? Famosa non per suoi crediti ma per paternità e qualche favore a qualche influente americano! Fate solo vergogna la feccia delle donne siete! Le donne sono oneste perché portatrici di 	1	derailing	active
346	@zia_milf @carla_milf Si , cisi mi sego e ti sborro slla foto	1	sexual_harassment	active
347	@redkinghoony stai zitta troia	1	dominance	active
348	@ImNinaHartley Bella pompinara ??????♥	1	discredit	active
349	@_GioGio_ Me lo chiedo sempre anche io!Adorabile tettona svampita pronipote di Stan Laurel	1	stereotype	active
